batch,file,hit_term,hit_pos,window_len,has_seam_or_burst,whitespace_ratio,order_anomaly,proactive_event_tracker,triald,TRILogEvent,ABTest,variant,bucket,timestamp
15000-17999,part3.zip:part3.txt,監視,97712,60002,False,0.2347,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,監視,97784,60002,False,0.2343,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,確認,97790,60002,False,0.2342,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,確認,98013,60002,False,0.2322,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,監視,98041,60002,False,0.2323,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,監視,98069,60002,False,0.232,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,同期,98106,60002,False,0.2316,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,監視,98207,60002,False,0.2311,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,確認,98240,60002,False,0.2307,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,99897,60003,False,0.2144,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,同期,100194,60002,False,0.2143,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,同期,100387,60002,False,0.2147,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,設定,100621,60002,False,0.2152,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,許可,100676,60002,False,0.2154,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,検証,100716,60002,False,0.2157,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,アクセス,100780,60004,False,0.2158,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,アクセス,100985,60004,False,0.216,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,同期,101012,60002,False,0.2159,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,101110,60003,False,0.2159,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,監視,101125,60002,False,0.2159,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,101150,60003,False,0.2159,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,同期,101176,60002,False,0.2159,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,101233,60003,False,0.2158,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,102266,60003,False,0.2158,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,監視,103178,60002,False,0.2167,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,103353,60003,False,0.2165,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,アクセス,103530,60004,False,0.2164,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,103620,60003,False,0.2163,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,103660,60003,False,0.2162,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,共有,104167,60002,False,0.2158,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,104189,60003,False,0.2158,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,104267,60003,False,0.2157,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,設定,104324,60002,False,0.2157,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,確認,106679,60002,False,0.2127,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,確認,106684,60002,False,0.2127,True,False,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,確認,109086,60002,False,0.2087,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,109091,60002,False,0.2086,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,112802,60002,False,0.192,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,112807,60002,False,0.192,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,121255,60003,False,0.1328,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,121351,60002,False,0.133,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,122411,60002,False,0.1308,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,122611,60002,False,0.1303,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,125879,60002,False,0.1203,False,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,126079,60002,False,0.1192,False,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,監視,132519,60002,False,0.1235,False,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,132631,60003,False,0.1235,False,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,132855,60003,False,0.1237,False,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,監視,133076,60002,False,0.1236,False,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,135113,60002,False,0.1228,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,135260,60002,False,0.1229,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,137481,60002,False,0.1245,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,139601,60002,False,0.1268,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,142831,60002,False,0.1227,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,同期,143113,60002,False,0.1222,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,143138,60003,False,0.1222,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,143149,60002,False,0.122,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,143183,60002,False,0.1219,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,監視,143194,60002,False,0.1218,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,143211,60002,False,0.1218,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,144703,60002,False,0.1204,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,148078,60002,False,0.1198,False,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,156842,60002,False,0.1148,True,True,True,True,False,True,False,
15000-17999,part3.zip:part3.txt,確認,159522,60002,False,0.1131,True,True,True,True,False,True,False,
15000-17999,part3.zip:part3.txt,設定,181217,60002,False,0.1206,False,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,削除,181267,60002,False,0.1205,False,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,監視,181347,60002,False,0.1204,False,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,183387,60002,False,0.12,False,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,185312,60002,False,0.1224,False,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,許可,189090,60002,False,0.1266,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,189344,60003,False,0.1272,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,190388,60002,False,0.1264,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,192625,60002,False,0.1247,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,復元,196594,60002,False,0.1345,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,復元,198480,60002,False,0.1378,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,復元,200988,60002,False,0.1411,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,復元,203785,60002,False,0.1396,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,復元,204479,60002,False,0.143,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,206314,60002,False,0.1475,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,206394,60002,False,0.1475,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,207619,60002,False,0.1526,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,207858,60002,False,0.1536,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,208386,60002,False,0.1553,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,208466,60002,False,0.1558,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,208945,60002,False,0.1563,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,209188,60002,False,0.1563,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,210172,60002,False,0.157,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,210956,60002,False,0.1571,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,212332,60003,False,0.1567,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,削除,212427,60002,False,0.1567,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,212476,60002,False,0.1567,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,213520,60002,False,0.1568,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,確認,215648,60002,False,0.1564,True,True,True,True,False,False,False,
15000-17999,part3.zip:part3.txt,復元,218887,60002,False,0.1506,True,False,True,True,False,False,True,
15000-17999,part3.zip:part3.txt,復元,218917,60002,False,0.1505,True,False,True,True,False,False,True,
15000-17999,part3.zip:part3.txt,確認,219622,60002,False,0.1491,True,False,True,True,False,False,True,
15000-17999,part3.zip:part3.txt,通信,219744,60002,False,0.149,True,False,True,True,False,False,True,
15000-17999,part3.zip:part3.txt,通信,219823,60002,False,0.1489,True,False,True,True,False,False,True,
15000-17999,part3.zip:part3.txt,通信,219854,60002,False,0.1489,True,False,True,True,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,219875,60003,False,0.1488,True,False,True,True,False,False,True,
15000-17999,part3.zip:part3.txt,通信,219999,60002,False,0.1488,True,False,True,True,False,False,True,
15000-17999,part3.zip:part3.txt,通信,220156,60002,False,0.1487,True,False,True,True,False,False,True,
15000-17999,part3.zip:part3.txt,確認,231580,60002,False,0.1192,True,False,True,True,False,False,True,
15000-17999,part3.zip:part3.txt,確認,240021,60002,False,0.1013,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,通信,240286,60002,False,0.1012,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,通信,240433,60002,False,0.1013,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,追跡,240548,60002,False,0.1016,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,242577,60002,False,0.1015,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,242706,60002,False,0.1016,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,244868,60002,False,0.101,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,257484,60002,False,0.064,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,270172,60002,False,0.0283,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,270378,60002,False,0.0285,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,271055,60002,False,0.0288,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,271117,60002,False,0.0287,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,通信,271319,60002,False,0.0288,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,追跡,271567,60002,False,0.0289,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,272762,60002,False,0.0297,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,272911,60003,False,0.0297,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,監視,273012,60002,False,0.0297,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,監視,274062,60002,False,0.031,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,274154,60003,False,0.0311,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,274323,60002,False,0.0313,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,監視,274715,60002,False,0.0314,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,通信,274731,60002,False,0.0314,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,274854,60003,False,0.0315,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,削除,274927,60002,False,0.0314,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,275122,60002,False,0.0312,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,275147,60003,False,0.0312,True,False,True,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,304130,60003,False,0.046,True,True,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,可能性,304202,60003,False,0.046,True,True,True,False,False,False,False,
15000-17999,part3.zip:part3.txt,通信,317026,60002,False,0.0857,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,317201,60002,False,0.086,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,検証,317625,60002,False,0.0874,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,認証,317672,60002,False,0.0877,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,317723,60003,False,0.0879,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,318098,60003,False,0.0904,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,318494,60003,False,0.0934,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,削除,328009,60002,False,0.1484,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,329503,60002,False,0.1478,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,329660,60002,False,0.148,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,332179,60002,False,0.1464,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,334176,60002,False,0.1497,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,336325,60002,False,0.1502,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,336480,60002,False,0.1504,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,336815,60002,False,0.1509,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,337965,60002,False,0.1523,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,340147,60002,False,0.1558,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,346738,60002,False,0.1637,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,358844,60002,False,0.1707,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,359290,60002,False,0.171,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,359333,60002,False,0.171,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,監視,359571,60002,False,0.1708,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,359613,60003,False,0.1708,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,359670,60002,False,0.1707,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,360250,60002,False,0.1711,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,追跡,360268,60002,False,0.1711,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,360297,60003,False,0.1711,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,361201,60002,False,0.171,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,監視,362074,60002,False,0.1707,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,追跡,362129,60002,False,0.1706,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,監視,362568,60002,False,0.1709,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,362763,60003,False,0.171,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,363117,60002,False,0.171,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,363322,60002,False,0.1712,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,363723,60002,False,0.1712,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,退避,364135,60002,False,0.1709,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,364229,60002,False,0.1708,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,監視,366172,60002,False,0.1718,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,366208,60003,False,0.1718,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,366547,60003,False,0.1718,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,366926,60003,False,0.1718,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,監視,366965,60002,False,0.1718,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,367004,60003,False,0.1718,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,369101,60002,False,0.1724,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,369295,60002,False,0.1724,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,監視,369461,60002,False,0.1723,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,追跡,369473,60002,False,0.1723,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,監視,369910,60002,False,0.1724,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,369942,60003,False,0.1724,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,369956,60002,False,0.1724,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,370345,60002,False,0.1721,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,370456,60002,False,0.1721,False,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,390282,60002,False,0.084,True,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,390378,60002,False,0.084,True,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,390497,60002,False,0.084,True,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,390608,60002,False,0.0839,True,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,390688,60002,False,0.0838,True,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,390703,60002,False,0.0838,True,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,392601,60002,False,0.0815,True,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,削除,392638,60002,False,0.0814,True,True,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,392698,60002,False,0.0813,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,392764,60002,False,0.0812,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,392816,60002,False,0.0812,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,394605,60002,False,0.0792,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,394693,60002,False,0.0793,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,396996,60002,False,0.0804,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,397096,60002,False,0.0804,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,398635,60002,False,0.0795,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,398735,60002,False,0.0795,True,False,True,False,False,True,False,
15000-17999,part3.zip:part3.txt,検証,406954,60002,False,0.0678,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,検証,407470,60002,False,0.0675,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,407613,60003,False,0.0674,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,407671,60002,False,0.0674,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,遮断,407673,60002,False,0.0674,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,407861,60002,False,0.0672,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,407916,60002,False,0.0672,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,407930,60003,False,0.0672,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,408196,60002,False,0.0668,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,削除,408213,60002,False,0.0667,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,通信,408262,60002,False,0.0667,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,遮断,408265,60002,False,0.0667,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,410072,60002,False,0.0642,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,410162,60002,False,0.064,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,412483,60002,False,0.0608,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,412578,60002,False,0.0607,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,設定,414134,60002,False,0.0582,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,414229,60002,False,0.0581,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,416187,60002,False,0.0538,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,確認,416294,60002,False,0.0536,True,False,False,False,False,True,False,
15000-17999,part3.zip:part3.txt,可能性,881427,60003,False,0.095,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,881505,60002,False,0.0946,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,881574,60003,False,0.0942,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,881591,60002,False,0.0941,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,通信,881650,60002,False,0.0936,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,881719,60002,False,0.0931,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,881873,60003,False,0.092,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,アクセス,881948,60004,False,0.0917,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,882150,60002,False,0.0903,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,882179,60002,False,0.0902,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,アクセス,882386,60004,False,0.0888,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,882474,60003,False,0.0881,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,882621,60002,False,0.0871,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,882629,60002,False,0.0871,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,882666,60002,False,0.0868,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,882938,60002,False,0.0849,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,アクセス,883002,60004,False,0.0845,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,遮断,889837,60002,False,0.0748,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,遮断,889871,60002,False,0.0748,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,889879,60003,False,0.0747,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,889917,60002,False,0.0747,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,889935,60002,False,0.0747,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,削除,889973,60002,False,0.0747,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,889982,60002,False,0.0747,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,通信,889991,60002,False,0.0747,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,通信,890003,60002,False,0.0747,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,890019,60002,False,0.0747,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,890030,60002,False,0.0747,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,認証,890069,60002,False,0.0746,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,認証,890086,60002,False,0.0746,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,890122,60002,False,0.0746,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,削除,890214,60002,False,0.0745,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,監視,890257,60002,False,0.0744,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,通信,890281,60002,False,0.0743,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,890362,60002,False,0.0744,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,890396,60002,False,0.0743,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,890453,60002,False,0.0742,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,890486,60002,False,0.0742,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,890518,60003,False,0.0743,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,890652,60003,False,0.0741,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,890732,60002,False,0.0741,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,削除,890751,60002,False,0.0741,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,890770,60002,False,0.0741,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,890800,60002,False,0.0741,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,890826,60002,False,0.0741,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,893453,60002,False,0.0742,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,893492,60002,False,0.0742,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,893498,60002,False,0.0742,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,削除,893641,60002,False,0.0743,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,893672,60002,False,0.0743,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,893677,60002,False,0.0743,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,893887,60002,False,0.0741,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,893894,60002,False,0.0741,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,893999,60003,False,0.0739,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,894080,60002,False,0.0738,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,可能性,894109,60003,False,0.0736,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,削除,894158,60002,False,0.0736,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,復元,894223,60002,False,0.0736,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,894303,60002,False,0.0735,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,位置情報,896192,60004,False,0.0736,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,監視,896267,60002,False,0.0736,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,確認,896730,60002,False,0.0737,False,False,False,False,False,False,True,
15000-17999,part3.zip:part3.txt,設定,896741,60002,False,0.0737,False,False,False,False,False,False,True,
